Season,MatchDay,Team,HomeAway,Opponent,Scored,Conceded,XGoals,Passes,Accuracy,Shots,OnTarget,OffTarget,Possession,TacklesWon,Corners,Offsides,Fouls,Win
2021-2022,11,VfB Stuttgart,Home,Arminia Bielefeld,0,1,0.81,681,0.82,9,4,5,0.63,101,8,3,11,0
2021-2022,11,Arminia Bielefeld,Away,VfB Stuttgart,1,0,1.87,346,0.73,15,3,12,0.37,111,4,1,11,1
2021-2022,11,Wolfsburg,Home,Augsburg,1,0,0.75,591,0.86,9,4,5,0.6,113,0,2,14,1
2021-2022,11,Augsburg,Away,Wolfsburg,0,1,0.83,340,0.78,13,3,10,0.4,87,8,2,13,0
2021-2022,11,Bayern Munich,Home,Freiburg,2,1,3.76,642,0.87,29,11,18,0.62,106,6,3,5,1
2021-2022,11,Freiburg,Away,Bayern Munich,1,2,1.18,344,0.74,14,4,10,0.38,121,4,0,13,0
2021-2022,11,RB Leipzig,Home,Borussia Dortmund,2,1,2.6,493,0.8,15,8,7,0.53,121,5,4,12,1
2021-2022,11,Borussia Dortmund,Away,RB Leipzig,1,2,1.13,416,0.76,9,3,6,0.47,102,6,2,18,0
2021-2022,11,Hertha Berlin,Home,Bayer Leverkusen,1,1,1.03,380,0.79,15,5,10,0.44,97,5,3,13,0
2021-2022,11,Bayer Leverkusen,Away,Hertha Berlin,1,1,1.16,451,0.8,8,3,5,0.56,89,6,4,12,0
2021-2022,11,Cologne,Home,Union Berlin,2,2,2.24,550,0.86,16,6,10,0.67,97,5,0,8,0
2021-2022,11,Union Berlin,Away,Cologne,2,2,0.98,209,0.62,9,3,6,0.33,78,2,0,19,0
2021-2022,11,Greuther Fürth,Home,Eintracht Frankfurt,1,2,2.75,415,0.8,20,3,17,0.56,148,6,1,12,0
2021-2022,11,Eintracht Frankfurt,Away,Greuther Fürth,2,1,1.26,342,0.75,15,4,11,0.44,132,3,2,17,1
2021-2022,12,Augsburg,Home,Bayern Munich,2,1,0.62,172,0.69,6,3,3,0.31,86,1,1,18,1
2021-2022,12,Bayern Munich,Away,Augsburg,1,2,1.77,776,0.88,18,4,14,0.69,121,10,2,9,0
2021-2022,12,Borussia Dortmund,Home,VfB Stuttgart,2,1,2.22,678,0.88,20,5,15,0.6,117,2,0,11,1
2021-2022,12,VfB Stuttgart,Away,Borussia Dortmund,1,2,1.02,408,0.85,12,4,8,0.4,90,3,1,14,0
2021-2022,12,Bayer Leverkusen,Home,Bochum,1,0,1.42,468,0.8,11,5,6,0.54,115,7,2,10,1
2021-2022,12,Bochum,Away,Bayer Leverkusen,0,1,0.98,369,0.79,19,7,12,0.46,102,7,1,13,0
2021-2022,12,Borussia Mönchengladbach,Home,Greuther Fürth,4,0,2.67,464,0.83,19,11,8,0.54,82,7,2,11,1
2021-2022,12,Greuther Fürth,Away,Borussia Mönchengladbach,0,4,0.22,340,0.8,4,2,2,0.46,83,7,2,13,0
2021-2022,12,Hoffenheim,Home,RB Leipzig,2,0,3.45,351,0.76,24,8,16,0.45,115,7,4,17,1
2021-2022,12,RB Leipzig,Away,Hoffenheim,0,2,0.22,507,0.84,4,0,4,0.55,118,2,4,17,0
2021-2022,12,Arminia Bielefeld,Home,Wolfsburg,2,2,1.39,302,0.74,10,3,7,0.39,98,6,1,15,0
2021-2022,12,Wolfsburg,Away,Arminia Bielefeld,2,2,2.32,515,0.82,13,5,8,0.61,124,5,2,9,0
2021-2022,12,Union Berlin,Home,Hertha Berlin,2,0,2.09,347,0.76,16,5,11,0.45,109,7,4,17,1
2021-2022,12,Hertha Berlin,Away,Union Berlin,0,2,0.28,462,0.8,6,3,3,0.55,93,6,3,13,0
2021-2022,12,Freiburg,Home,Eintracht Frankfurt,0,2,1.72,565,0.86,20,6,14,0.58,90,10,1,10,0
2021-2022,12,Eintracht Frankfurt,Away,Freiburg,2,0,1.35,349,0.77,13,7,6,0.42,85,4,3,16,1
2021-2022,12,Mainz,Home,Cologne,1,1,1.13,319,0.73,11,2,9,0.42,85,5,3,18,0
2021-2022,12,Cologne,Away,Mainz,1,1,1.79,483,0.79,11,5,6,0.58,100,7,1,7,0
2021-2022,13,VfB Stuttgart,Home,Mainz,2,1,0.51,419,0.79,8,3,5,0.49,123,5,0,7,1
2021-2022,13,Mainz,Away,VfB Stuttgart,1,2,1.1,514,0.8,18,5,13,0.51,101,6,0,17,0
2021-2022,13,Wolfsburg,Home,Borussia Dortmund,1,3,1.72,373,0.8,16,8,8,0.45,111,7,1,9,0
2021-2022,13,Borussia Dortmund,Away,Wolfsburg,3,1,2.13,566,0.84,16,8,8,0.55,90,7,2,11,1
2021-2022,13,Hertha Berlin,Home,Augsburg,1,1,1.89,368,0.82,10,4,6,0.49,111,5,3,11,0
2021-2022,13,Augsburg,Away,Hertha Berlin,1,1,1.11,355,0.8,20,7,13,0.51,108,6,3,14,0
2021-2022,13,Cologne,Home,Borussia Mönchengladbach,4,1,1.89,374,0.74,15,9,6,0.46,112,4,5,15,1
2021-2022,13,Borussia Mönchengladbach,Away,Cologne,1,4,1.09,426,0.8,15,5,10,0.54,102,4,5,11,0
2021-2022,13,Bochum,Home,Freiburg,2,1,1.06,299,0.75,13,5,8,0.47,83,4,3,12,1
2021-2022,13,Freiburg,Away,Bochum,1,2,3.01,428,0.78,22,11,11,0.53,88,7,1,13,0
2021-2022,13,Greuther Fürth,Home,Hoffenheim,3,6,1.28,379,0.82,14,7,7,0.52,98,4,6,17,0
2021-2022,13,Hoffenheim,Away,Greuther Fürth,6,3,4.08,402,0.82,20,11,9,0.48,71,10,1,17,1
2021-2022,13,Bayern Munich,Home,Arminia Bielefeld,1,0,2.42,696,0.88,23,9,14,0.69,109,13,2,8,1
2021-2022,13,Arminia Bielefeld,Away,Bayern Munich,0,1,0.73,231,0.69,8,0,8,0.31,92,4,3,13,0
2021-2022,13,Eintracht Frankfurt,Home,Union Berlin,2,1,2.27,486,0.81,17,4,13,0.55,79,7,1,4,1
2021-2022,13,Union Berlin,Away,Eintracht Frankfurt,1,2,1.19,435,0.76,7,4,3,0.45,94,2,1,7,0
2021-2022,13,RB Leipzig,Home,Bayer Leverkusen,1,3,1.71,575,0.86,14,3,11,0.56,104,7,2,10,0
2021-2022,13,Bayer Leverkusen,Away,RB Leipzig,3,1,1.53,392,0.81,11,4,7,0.44,92,2,5,9,1
2021-2022,14,Union Berlin,Home,RB Leipzig,2,1,4.35,297,0.72,14,4,10,0.42,91,5,3,12,1
2021-2022,14,RB Leipzig,Away,Union Berlin,1,2,0.97,519,0.81,11,2,9,0.58,97,7,1,8,0
2021-2022,14,Arminia Bielefeld,Home,Cologne,1,1,1.51,352,0.69,19,5,14,0.41,121,7,2,14,0
2021-2022,14,Cologne,Away,Arminia Bielefeld,1,1,0.91,471,0.81,9,3,6,0.59,122,1,2,10,0
2021-2022,14,Augsburg,Home,Bochum,2,3,3.3,393,0.79,16,7,9,0.51,81,13,3,9,0
2021-2022,14,Bochum,Away,Augsburg,3,2,2.14,369,0.75,12,6,6,0.49,105,6,4,6,1
2021-2022,14,Mainz,Home,Wolfsburg,3,0,1.09,264,0.7,12,5,7,0.44,95,6,3,18,1
2021-2022,14,Wolfsburg,Away,Mainz,0,3,1.0,392,0.78,16,0,16,0.56,131,5,1,10,0
2021-2022,14,Hoffenheim,Home,Eintracht Frankfurt,3,2,0.92,473,0.82,8,4,4,0.5,108,4,0,9,1
2021-2022,14,Eintracht Frankfurt,Away,Hoffenheim,2,3,1.57,485,0.84,17,2,15,0.5,101,6,2,12,0
2021-2022,14,Bayer Leverkusen,Home,Greuther Fürth,7,1,3.63,525,0.85,14,8,6,0.33,103,4,3,13,1
2021-2022,14,Greuther Fürth,Away,Bayer Leverkusen,1,7,0.32,340,0.78,8,3,5,0.59,85,3,3,8,0
2021-2022,14,Borussia Dortmund,Home,Bayern Munich,2,3,0.94,440,0.79,11,4,7,0.47,95,4,3,10,0
2021-2022,14,Bayern Munich,Away,Borussia Dortmund,3,2,2.61,502,0.82,16,6,10,0.53,89,6,1,10,1
2021-2022,14,VfB Stuttgart,Home,Hertha Berlin,2,2,1.2,529,0.87,10,3,7,0.56,100,7,5,9,0
2021-2022,14,Hertha Berlin,Away,VfB Stuttgart,2,2,1.21,443,0.82,15,8,7,0.44,88,5,1,16,0
2021-2022,14,Borussia Mönchengladbach,Home,Freiburg,0,6,1.2,538,0.87,19,3,16,0.62,77,3,2,12,0
2021-2022,14,Freiburg,Away,Borussia Mönchengladbach,6,0,2.21,284,0.7,14,7,7,0.38,90,3,3,15,1
2021-2022,15,Cologne,Home,Augsburg,0,2,1.3,453,0.83,14,4,10,0.6,112,9,3,11,0
2021-2022,15,Augsburg,Away,Cologne,2,0,0.84,234,0.68,13,4,9,0.4,124,4,2,15,1
2021-2022,15,Bochum,Home,Borussia Dortmund,1,1,1.02,263,0.74,4,3,1,0.4,82,0,3,8,0
2021-2022,15,Borussia Dortmund,Away,Bochum,1,1,2.9,571,0.84,23,8,15,0.6,71,15,3,18,0
2021-2022,15,Hertha Berlin,Home,Arminia Bielefeld,2,0,2.0,484,0.82,18,9,9,0.56,123,6,5,10,1
2021-2022,15,Arminia Bielefeld,Away,Hertha Berlin,0,2,0.6,303,0.72,9,1,8,0.44,100,4,3,15,0
2021-2022,15,Freiburg,Home,Hoffenheim,1,2,1.89,363,0.75,14,6,8,0.44,85,6,4,13,0
2021-2022,15,Hoffenheim,Away,Freiburg,2,1,1.54,488,0.82,14,8,6,0.56,101,7,0,9,1
2021-2022,15,RB Leipzig,Home,Borussia Mönchengladbach,4,1,4.87,464,0.85,19,10,9,0.52,92,6,4,20,1
2021-2022,15,Borussia Mönchengladbach,Away,RB Leipzig,1,4,1.05,409,0.84,12,4,8,0.48,124,0,5,15,0
2021-2022,15,Bayern Munich,Home,Mainz,2,1,1.85,673,0.9,21,8,13,0.65,128,7,1,9,1
2021-2022,15,Mainz,Away,Bayern Munich,1,2,0.91,365,0.73,9,4,5,0.35,135,2,3,10,0
2021-2022,15,Wolfsburg,Home,VfB Stuttgart,0,2,1.57,411,0.81,19,3,16,0.52,115,5,0,17,0
2021-2022,15,VfB Stuttgart,Away,Wolfsburg,2,0,1.69,375,0.78,12,3,9,0.48,112,3,0,9,1
2021-2022,15,Greuther Fürth,Home,Union Berlin,1,0,0.85,323,0.79,5,3,2,0.41,83,3,2,12,1
2021-2022,15,Union Berlin,Away,Greuther Fürth,0,1,1.25,553,0.86,14,4,10,0.59,83,7,1,6,0
2021-2022,15,Eintracht Frankfurt,Home,Bayer Leverkusen,5,2,1.78,385,0.79,15,7,8,0.49,80,7,2,11,1
2021-2022,15,Bayer Leverkusen,Away,Eintracht Frankfurt,2,5,1.75,516,0.81,11,4,7,0.51,77,4,0,11,0
2021-2022,16,VfB Stuttgart,Home,Bayern Munich,0,5,1.09,519,0.83,13,1,12,0.45,91,1,5,7,0
2021-2022,16,Bayern Munich,Away,VfB Stuttgart,5,0,3.99,640,0.87,25,12,13,0.55,82,3,0,7,1
2021-2022,16,Arminia Bielefeld,Home,Bochum,2,0,0.8,352,0.73,13,4,9,0.52,133,6,1,13,1
2021-2022,16,Bochum,Away,Arminia Bielefeld,0,2,0.76,331,0.7,5,3,2,0.48,140,2,0,9,0
2021-2022,16,Mainz,Home,Hertha Berlin,4,0,2.65,562,0.85,21,11,10,0.64,89,4,0,10,1
2021-2022,16,Hertha Berlin,Away,Mainz,0,4,0.6,283,0.71,7,1,6,0.36,87,2,2,14,0
2021-2022,16,Wolfsburg,Home,Cologne,2,3,2.27,258,0.72,19,5,14,0.41,95,9,7,18,0
2021-2022,16,Cologne,Away,Wolfsburg,3,2,3.85,418,0.81,19,6,13,0.59,95,5,1,9,1
2021-2022,16,Borussia Mönchengladbach,Home,Eintracht Frankfurt,2,3,2.23,482,0.87,19,8,11,0.55,98,7,2,8,0
2021-2022,16,Eintracht Frankfurt,Away,Borussia Mönchengladbach,3,2,2.22,336,0.78,13,4,9,0.45,102,1,1,19,1
2021-2022,16,Augsburg,Home,RB Leipzig,1,1,1.57,271,0.75,8,1,7,0.37,87,6,3,15,0
2021-2022,16,RB Leipzig,Away,Augsburg,1,1,2.9,654,0.91,13,4,9,0.63,105,8,3,8,0
2021-2022,16,Union Berlin,Home,Freiburg,0,0,2.5,475,0.8,18,5,13,0.53,75,4,2,10,0
2021-2022,16,Freiburg,Away,Union Berlin,0,0,0.81,394,0.81,9,3,6,0.47,85,3,2,13,0
2021-2022,16,Bayer Leverkusen,Home,Hoffenheim,2,2,2.8,431,0.82,17,9,8,0.5,95,6,6,14,0
2021-2022,16,Hoffenheim,Away,Bayer Leverkusen,2,2,1.78,518,0.83,17,6,11,0.5,114,3,3,6,0
2021-2022,16,Borussia Dortmund,Home,Greuther Fürth,3,0,1.73,681,0.89,12,5,7,0.64,92,5,2,10,1
2021-2022,16,Greuther Fürth,Away,Borussia Dortmund,0,3,0.46,292,0.77,8,1,7,0.36,92,8,5,10,0
2021-2022,17,Bayern Munich,Home,Wolfsburg,4,0,3.56,736,0.88,24,9,15,0.61,115,5,0,10,1
2021-2022,17,Wolfsburg,Away,Bayern Munich,0,4,0.88,418,0.8,7,2,5,0.39,94,3,1,4,0
2021-2022,17,Greuther Fürth,Home,Augsburg,0,0,0.45,311,0.75,4,1,3,0.48,92,6,1,8,0
2021-2022,17,Augsburg,Away,Greuther Fürth,0,0,1.38,320,0.86,14,5,9,0.52,114,5,1,13,0
2021-2022,17,Bochum,Home,Union Berlin,0,1,1.08,504,0.79,13,3,10,0.56,78,1,1,13,0
2021-2022,17,Union Berlin,Away,Bochum,1,0,0.91,404,0.78,9,3,6,0.44,101,5,1,9,1
2021-2022,17,Hoffenheim,Home,Borussia Mönchengladbach,1,1,2.92,547,0.82,21,8,13,0.61,104,15,6,6,0
2021-2022,17,Borussia Mönchengladbach,Away,Hoffenheim,1,1,1.98,361,0.8,11,5,6,0.39,111,3,2,9,0
2021-2022,17,Eintracht Frankfurt,Home,Mainz,1,0,1.97,464,0.76,13,4,9,0.55,121,8,1,11,1
2021-2022,17,Mainz,Away,Eintracht Frankfurt,0,1,0.67,429,0.76,11,5,6,0.45,136,6,4,9,0
2021-2022,17,RB Leipzig,Home,Arminia Bielefeld,0,2,1.63,800,0.89,15,4,11,0.69,128,10,0,6,0
2021-2022,17,Arminia Bielefeld,Away,RB Leipzig,2,0,0.88,218,0.66,4,4,0,0.31,116,1,2,16,1
2021-2022,17,Hertha Berlin,Home,Borussia Dortmund,3,2,2.02,341,0.79,14,5,9,0.42,86,1,1,4,1
2021-2022,17,Borussia Dortmund,Away,Hertha Berlin,2,3,1.36,546,0.82,9,3,6,0.58,75,5,3,19,0
2021-2022,17,Freiburg,Home,Bayer Leverkusen,2,1,2.76,386,0.81,14,6,8,0.45,65,4,0,6,1
2021-2022,17,Bayer Leverkusen,Away,Freiburg,1,2,1.18,506,0.83,6,4,2,0.55,66,8,0,8,0
2021-2022,17,Cologne,Home,VfB Stuttgart,1,0,0.78,436,0.8,8,2,6,0.52,114,2,1,17,1
2021-2022,17,VfB Stuttgart,Away,Cologne,0,1,0.37,436,0.8,6,2,4,0.48,106,1,3,13,0
2021-2022,18,Bayern Munich,Home,Borussia Mönchengladbach,1,2,1.87,650,0.83,19,8,11,0.59,129,6,5,18,0
2021-2022,18,Borussia Mönchengladbach,Away,Bayern Munich,2,1,1.1,391,0.73,9,3,6,0.41,145,6,1,11,1
2021-2022,18,Greuther Fürth,Home,VfB Stuttgart,0,0,1.04,372,0.79,10,3,7,0.42,106,1,0,8,0
2021-2022,18,VfB Stuttgart,Away,Greuther Fürth,0,0,1.71,590,0.86,18,3,15,0.58,117,5,0,12,0
2021-2022,18,Hoffenheim,Home,Augsburg,3,1,2.55,535,0.82,12,5,7,0.56,117,2,2,17,1
2021-2022,18,Augsburg,Away,Hoffenheim,1,3,0.87,386,0.76,9,4,5,0.44,129,4,2,8,0
2021-2022,18,Freiburg,Home,Arminia Bielefeld,2,2,2.52,412,0.75,18,6,12,0.5,99,7,4,6,0
2021-2022,18,Arminia Bielefeld,Away,Freiburg,2,2,1.34,431,0.76,15,5,10,0.5,86,12,1,5,0
2021-2022,18,Bayer Leverkusen,Home,Union Berlin,2,2,1.7,553,0.85,18,9,9,0.6,104,11,1,8,0
2021-2022,18,Union Berlin,Away,Bayer Leverkusen,2,2,2.56,287,0.74,17,7,10,0.4,105,5,1,11,0
2021-2022,18,RB Leipzig,Home,Mainz,4,1,3.81,768,0.9,15,8,7,0.64,89,6,5,6,1
2021-2022,18,Mainz,Away,RB Leipzig,1,4,0.24,351,0.81,2,1,1,0.36,92,1,3,10,0
2021-2022,18,Eintracht Frankfurt,Home,Borussia Dortmund,2,3,1.25,372,0.75,12,5,7,0.4,91,4,2,14,0
2021-2022,18,Borussia Dortmund,Away,Eintracht Frankfurt,3,2,2.27,677,0.85,21,8,13,0.6,105,11,3,6,1
2021-2022,18,Hertha Berlin,Home,Cologne,1,3,1.02,458,0.78,10,5,5,0.5,139,10,0,9,0
2021-2022,18,Cologne,Away,Hertha Berlin,3,1,2.28,392,0.76,14,7,7,0.5,108,4,7,16,1
2021-2022,18,Bochum,Home,Wolfsburg,1,0,1.27,361,0.8,12,3,9,0.52,107,4,1,15,1
2021-2022,18,Wolfsburg,Away,Bochum,0,1,0.52,375,0.76,12,4,8,0.48,104,2,2,18,0
2021-2022,19,Borussia Dortmund,Home,Freiburg,5,1,2.27,673,0.87,21,8,13,0.64,101,9,1,8,1
2021-2022,19,Freiburg,Away,Borussia Dortmund,1,5,0.61,327,0.75,4,4,0,0.36,106,2,1,8,0
2021-2022,19,Cologne,Home,Bayern Munich,0,4,0.95,451,0.84,12,3,9,0.54,86,5,6,6,0
2021-2022,19,Bayern Munich,Away,Cologne,4,0,3.12,452,0.85,19,9,10,0.46,90,12,1,10,1
2021-2022,19,Mainz,Home,Bochum,1,0,1.97,400,0.7,19,5,14,0.51,138,7,0,19,1
2021-2022,19,Bochum,Away,Mainz,0,1,1.81,348,0.71,12,3,9,0.49,143,3,1,14,0
2021-2022,19,VfB Stuttgart,Home,RB Leipzig,0,2,1.57,539,0.82,16,10,6,0.5,130,5,1,12,0
2021-2022,19,RB Leipzig,Away,VfB Stuttgart,2,0,1.44,524,0.82,7,3,4,0.5,112,1,1,13,1
2021-2022,19,Union Berlin,Home,Hoffenheim,2,1,0.99,368,0.74,6,3,3,0.43,135,0,5,10,1
2021-2022,19,Hoffenheim,Away,Union Berlin,1,2,1.03,536,0.82,12,5,7,0.57,95,8,0,11,0
2021-2022,19,Wolfsburg,Home,Hertha Berlin,0,0,1.32,414,0.77,7,3,4,0.5,113,3,9,12,0
2021-2022,19,Hertha Berlin,Away,Wolfsburg,0,0,0.26,482,0.79,5,1,4,0.5,117,2,5,12,0
2021-2022,19,Borussia Mönchengladbach,Home,Bayer Leverkusen,1,2,1.18,468,0.82,16,6,10,0.34,98,5,1,8,0
2021-2022,19,Bayer Leverkusen,Away,Borussia Mönchengladbach,2,1,5.21,359,0.79,29,13,16,0.51,104,7,1,18,1
2021-2022,19,Augsburg,Home,Eintracht Frankfurt,1,1,1.42,383,0.81,12,5,7,0.47,99,4,4,12,0
2021-2022,19,Eintracht Frankfurt,Away,Augsburg,1,1,2.22,416,0.85,14,4,10,0.53,99,3,3,14,0
2021-2022,19,Arminia Bielefeld,Home,Greuther Fürth,2,2,0.93,322,0.71,13,5,8,0.43,143,3,0,16,0
2021-2022,19,Greuther Fürth,Away,Arminia Bielefeld,2,2,0.57,461,0.76,6,3,3,0.57,140,5,2,6,0
2021-2022,20,Eintracht Frankfurt,Home,Arminia Bielefeld,0,2,2.08,634,0.81,17,7,10,0.64,123,10,1,7,0
2021-2022,20,Arminia Bielefeld,Away,Eintracht Frankfurt,2,0,1.51,285,0.63,8,5,3,0.36,110,1,3,10,1
2021-2022,20,Greuther Fürth,Home,Mainz,2,1,1.43,291,0.73,11,7,4,0.47,121,7,1,12,1
2021-2022,20,Mainz,Away,Greuther Fürth,1,2,2.52,424,0.79,16,4,12,0.53,102,8,1,15,0
2021-2022,20,Hoffenheim,Home,Borussia Dortmund,2,3,1.79,626,0.87,14,2,12,0.57,95,7,5,14,0
2021-2022,20,Borussia Dortmund,Away,Hoffenheim,3,2,1.59,447,0.85,4,2,2,0.43,100,3,1,7,1
2021-2022,20,Freiburg,Home,VfB Stuttgart,2,0,1.41,473,0.8,15,4,11,0.5,113,6,2,12,1
2021-2022,20,VfB Stuttgart,Away,Freiburg,0,2,0.52,469,0.84,7,1,6,0.5,110,3,0,7,0
2021-2022,20,Borussia Mönchengladbach,Home,Union Berlin,1,2,1.12,621,0.85,12,5,7,0.57,116,4,0,11,0
2021-2022,20,Union Berlin,Away,Borussia Mönchengladbach,2,1,1.13,405,0.76,6,3,3,0.43,100,1,1,19,1
2021-2022,20,Bayer Leverkusen,Home,Augsburg,5,1,2.78,635,0.88,22,12,10,0.62,104,9,1,8,1
2021-2022,20,Augsburg,Away,Bayer Leverkusen,1,5,1.8,306,0.77,14,5,9,0.38,91,5,1,7,0
2021-2022,20,Bochum,Home,Cologne,2,2,2.04,434,0.82,17,7,10,0.55,80,1,3,11,0
2021-2022,20,Cologne,Away,Bochum,2,2,1.22,342,0.76,7,3,4,0.45,79,5,2,12,0
2021-2022,20,RB Leipzig,Home,Wolfsburg,2,0,1.86,447,0.78,12,4,8,0.54,126,4,2,17,1
2021-2022,20,Wolfsburg,Away,RB Leipzig,0,2,0.86,372,0.77,9,3,6,0.46,135,3,5,16,0
2021-2022,20,Hertha Berlin,Home,Bayern Munich,1,4,0.74,320,0.78,5,2,3,0.2,73,4,1,9,0
2021-2022,20,Bayern Munich,Away,Hertha Berlin,4,1,4.46,752,0.91,29,20,9,0.36,92,9,5,9,1
2021-2022,21,Hertha Berlin,Home,Bochum,1,1,0.5,402,0.75,13,3,10,0.49,116,4,2,14,0
2021-2022,21,Bochum,Away,Hertha Berlin,1,1,1.31,374,0.72,9,4,5,0.51,126,7,4,22,0
2021-2022,21,Cologne,Home,Freiburg,1,0,1.48,301,0.74,14,3,11,0.48,113,8,1,14,1
2021-2022,21,Freiburg,Away,Cologne,0,1,1.2,454,0.75,18,2,16,0.52,126,8,2,16,0
2021-2022,21,Arminia Bielefeld,Home,Borussia Mönchengladbach,1,1,0.79,301,0.71,10,5,5,0.43,129,5,4,14,0
2021-2022,21,Borussia Mönchengladbach,Away,Arminia Bielefeld,1,1,2.2,490,0.82,23,4,19,0.57,125,11,2,11,0
2021-2022,21,Augsburg,Home,Union Berlin,2,0,2.0,356,0.78,14,9,5,0.49,121,4,1,8,1
2021-2022,21,Union Berlin,Away,Augsburg,0,2,1.61,390,0.78,14,4,10,0.51,114,6,3,16,0
2021-2022,21,Mainz,Home,Hoffenheim,2,0,1.93,360,0.8,9,4,5,0.43,105,5,2,12,1
2021-2022,21,Hoffenheim,Away,Mainz,0,2,0.99,527,0.85,13,3,10,0.57,102,3,3,13,0
2021-2022,21,VfB Stuttgart,Home,Eintracht Frankfurt,2,3,2.06,457,0.82,15,6,9,0.55,117,3,3,7,0
2021-2022,21,Eintracht Frankfurt,Away,VfB Stuttgart,3,2,1.35,388,0.73,15,6,9,0.45,92,14,1,12,1
2021-2022,21,Bayern Munich,Home,RB Leipzig,3,2,3.51,628,0.87,25,8,17,0.57,134,2,5,11,1
2021-2022,21,RB Leipzig,Away,Bayern Munich,2,3,2.44,445,0.82,13,7,6,0.43,122,0,3,12,0
2021-2022,21,Borussia Dortmund,Home,Bayer Leverkusen,2,5,1.68,603,0.85,14,6,8,0.6,79,7,2,8,0
2021-2022,21,Bayer Leverkusen,Away,Borussia Dortmund,5,2,2.36,325,0.76,10,7,3,0.4,92,6,1,10,1
2021-2022,21,Wolfsburg,Home,Greuther Fürth,4,1,2.21,454,0.85,12,6,6,0.55,84,2,1,11,1
2021-2022,21,Greuther Fürth,Away,Wolfsburg,1,4,1.3,353,0.78,8,4,4,0.45,79,3,2,13,0
2021-2022,22,RB Leipzig,Home,Cologne,3,1,0.86,487,0.8,6,4,2,0.49,88,5,2,6,1
2021-2022,22,Cologne,Away,RB Leipzig,1,3,1.14,486,0.82,9,2,7,0.51,92,6,0,11,0
2021-2022,22,Greuther Fürth,Home,Hertha Berlin,2,1,3.03,296,0.76,19,10,9,0.33,94,8,1,11,1
2021-2022,22,Hertha Berlin,Away,Greuther Fürth,1,2,2.19,430,0.83,24,7,17,0.44,105,8,4,12,0
2021-2022,22,Bochum,Home,Bayern Munich,4,2,1.41,294,0.63,12,7,5,0.41,115,4,4,13,1
2021-2022,22,Bayern Munich,Away,Bochum,2,4,2.77,539,0.79,22,5,17,0.59,136,9,2,7,0
2021-2022,22,Freiburg,Home,Mainz,1,1,1.93,485,0.78,16,5,11,0.59,137,7,0,14,0
2021-2022,22,Mainz,Away,Freiburg,1,1,2.56,276,0.72,20,5,15,0.41,118,3,3,15,0
2021-2022,22,Borussia Mönchengladbach,Home,Augsburg,3,2,2.4,569,0.82,14,5,9,0.57,135,3,3,8,1
2021-2022,22,Augsburg,Away,Borussia Mönchengladbach,2,3,0.97,407,0.75,14,8,6,0.43,126,2,3,12,0
2021-2022,22,Eintracht Frankfurt,Home,Wolfsburg,0,2,0.88,550,0.76,15,2,13,0.6,129,10,2,12,0
2021-2022,22,Wolfsburg,Away,Eintracht Frankfurt,2,0,1.42,329,0.6,11,3,8,0.4,130,1,4,9,1
2021-2022,22,Bayer Leverkusen,Home,VfB Stuttgart,4,2,2.57,705,0.89,20,6,14,0.64,101,10,1,10,1
2021-2022,22,VfB Stuttgart,Away,Bayer Leverkusen,2,4,1.21,323,0.79,8,4,4,0.36,93,0,0,6,0
2021-2022,22,Union Berlin,Home,Borussia Dortmund,0,3,1.55,392,0.8,12,2,10,0.41,88,2,1,20,0
2021-2022,22,Borussia Dortmund,Away,Union Berlin,3,0,2.33,644,0.89,10,6,4,0.59,121,5,0,9,1
2021-2022,22,Hoffenheim,Home,Arminia Bielefeld,2,0,3.25,464,0.85,25,9,16,0.53,88,13,2,12,1
2021-2022,22,Arminia Bielefeld,Away,Hoffenheim,0,2,1.05,415,0.88,8,4,4,0.47,78,3,3,12,0
2021-2022,23,Mainz,Home,Bayer Leverkusen,3,2,1.2,314,0.75,17,5,12,0.41,113,6,3,15,1
2021-2022,23,Bayer Leverkusen,Away,Mainz,2,3,1.38,524,0.83,8,6,2,0.59,103,2,0,13,0
2021-2022,23,Arminia Bielefeld,Home,Union Berlin,1,0,0.99,375,0.76,11,3,8,0.42,119,6,1,6,1
2021-2022,23,Union Berlin,Away,Arminia Bielefeld,0,1,1.01,533,0.81,11,4,7,0.58,99,4,3,15,0
2021-2022,23,Augsburg,Home,Freiburg,1,2,1.23,361,0.75,17,4,13,0.54,105,11,1,11,0
2021-2022,23,Freiburg,Away,Augsburg,2,1,2.05,336,0.76,15,5,10,0.46,122,4,2,8,1
2021-2022,23,VfB Stuttgart,Home,Bochum,1,1,1.95,436,0.77,15,7,8,0.55,139,6,1,7,0
2021-2022,23,Bochum,Away,VfB Stuttgart,1,1,1.67,340,0.75,13,5,8,0.45,98,0,0,17,0
2021-2022,23,Wolfsburg,Home,Hoffenheim,1,2,0.96,538,0.86,14,6,8,0.54,105,5,4,10,0
2021-2022,23,Hoffenheim,Away,Wolfsburg,2,1,1.01,435,0.8,10,4,6,0.46,105,2,2,17,1
2021-2022,23,Cologne,Home,Eintracht Frankfurt,1,0,1.19,496,0.79,13,8,5,0.58,122,5,2,9,1
2021-2022,23,Eintracht Frankfurt,Away,Cologne,0,1,0.55,334,0.69,10,2,8,0.42,93,6,0,16,0
2021-2022,23,Bayern Munich,Home,Greuther Fürth,4,1,4.01,748,0.89,22,8,14,0.68,104,6,3,15,1
