Season,MatchDay,Team,HomeAway,Opponent,Scored,Conceded,XGoals,Passes,Accuracy,Shots,OnTarget,OffTarget,Possession,TacklesWon,Corners,Offsides,Fouls,Win
2022-2023,22,Cologne,Home,Wolfsburg,0,2,0.63,447,0.79,11,5,6,0.56,107,10,6,9,0
2022-2023,22,Wolfsburg,Away,Cologne,2,0,1.0,337,0.74,6,4,2,0.44,108,2,2,16,1
2022-2023,22,RB Leipzig,Home,Eintracht Frankfurt,2,1,2.49,576,0.82,10,5,5,0.55,130,2,1,11,1
2022-2023,22,Eintracht Frankfurt,Away,RB Leipzig,1,2,0.66,485,0.82,9,4,5,0.45,118,6,2,11,0
2022-2023,22,Schalke,Home,VfB Stuttgart,2,1,1.26,256,0.66,11,6,5,0.38,106,6,3,12,1
2022-2023,22,VfB Stuttgart,Away,Schalke,1,2,0.95,515,0.82,17,5,12,0.62,116,9,1,13,0
2022-2023,22,Freiburg,Home,Bayer Leverkusen,1,1,0.71,445,0.75,9,4,5,0.46,104,1,2,14,0
2022-2023,22,Bayer Leverkusen,Away,Freiburg,1,1,2.46,528,0.82,15,4,11,0.54,90,3,0,13,0
2022-2023,22,Bayern Munich,Home,Union Berlin,3,0,3.84,730,0.9,19,10,9,0.65,96,10,3,8,1
2022-2023,22,Union Berlin,Away,Bayern Munich,0,3,0.45,307,0.76,4,1,3,0.35,82,4,1,9,0
2022-2023,23,Borussia Dortmund,Home,RB Leipzig,2,1,1.24,372,0.82,8,3,5,0.42,103,4,0,8,1
2022-2023,23,RB Leipzig,Away,Borussia Dortmund,1,2,2.45,615,0.89,16,6,10,0.58,82,6,2,20,0
2022-2023,23,Augsburg,Home,Werder Bremen,2,1,0.89,320,0.78,9,5,4,0.44,99,3,3,10,1
2022-2023,23,Werder Bremen,Away,Augsburg,1,2,2.18,557,0.83,17,8,9,0.56,114,7,3,9,0
2022-2023,23,Bochum,Home,Schalke,0,2,1.5,381,0.77,6,4,2,0.59,104,4,2,17,0
2022-2023,23,Schalke,Away,Bochum,2,0,0.95,205,0.61,9,5,4,0.41,96,4,3,11,1
2022-2023,23,Borussia Mönchengladbach,Home,Freiburg,0,0,1.18,471,0.86,10,4,6,0.52,103,6,1,11,0
2022-2023,23,Freiburg,Away,Borussia Mönchengladbach,0,0,0.42,420,0.81,8,3,5,0.48,84,5,2,15,0
2022-2023,23,Mainz,Home,Hoffenheim,1,0,1.05,350,0.74,16,6,10,0.49,129,11,4,12,1
2022-2023,23,Hoffenheim,Away,Mainz,0,1,0.77,410,0.76,15,4,11,0.51,112,3,1,15,0
2022-2023,23,Union Berlin,Home,Cologne,0,0,0.44,502,0.81,8,2,6,0.52,96,5,1,9,0
2022-2023,23,Cologne,Away,Union Berlin,0,0,0.83,491,0.8,11,4,7,0.48,97,4,2,10,0
2022-2023,23,VfB Stuttgart,Home,Bayern Munich,1,2,0.64,424,0.82,11,4,7,0.43,113,3,3,6,0
2022-2023,23,Bayern Munich,Away,VfB Stuttgart,2,1,1.9,644,0.88,13,6,7,0.57,124,6,1,12,1
2022-2023,23,Bayer Leverkusen,Home,Hertha Berlin,4,1,2.31,644,0.88,18,9,9,0.6,101,9,4,11,1
2022-2023,23,Hertha Berlin,Away,Bayer Leverkusen,1,4,0.97,388,0.77,7,2,5,0.4,99,2,1,14,0
2022-2023,23,Wolfsburg,Home,Eintracht Frankfurt,2,2,1.5,467,0.83,13,8,5,0.53,98,4,0,11,0
2022-2023,23,Eintracht Frankfurt,Away,Wolfsburg,2,2,0.97,434,0.79,10,2,8,0.47,97,5,1,16,0
2022-2023,24,Cologne,Home,Bochum,0,2,0.69,484,0.77,11,5,6,0.61,125,10,3,9,0
2022-2023,24,Bochum,Away,Cologne,2,0,1.5,290,0.65,10,3,7,0.39,137,1,1,14,1
2022-2023,24,Hertha Berlin,Home,Mainz,1,1,1.42,235,0.56,10,4,6,0.44,103,7,2,10,0
2022-2023,24,Mainz,Away,Hertha Berlin,1,1,0.53,372,0.75,7,3,4,0.56,125,8,3,15,0
2022-2023,24,Eintracht Frankfurt,Home,VfB Stuttgart,1,1,0.78,490,0.78,10,1,9,0.51,113,3,3,16,0
2022-2023,24,VfB Stuttgart,Away,Eintracht Frankfurt,1,1,0.71,453,0.8,9,5,4,0.49,136,2,3,11,0
2022-2023,24,RB Leipzig,Home,Borussia Mönchengladbach,3,0,1.8,706,0.89,14,9,5,0.64,86,11,3,9,1
2022-2023,24,Borussia Mönchengladbach,Away,RB Leipzig,0,3,1.32,357,0.77,7,3,4,0.36,89,0,1,9,0
2022-2023,24,Bayern Munich,Home,Augsburg,5,3,2.8,585,0.87,24,9,15,0.61,119,8,2,8,1
2022-2023,24,Augsburg,Away,Bayern Munich,3,5,2.59,304,0.75,13,6,7,0.39,78,5,1,10,0
2022-2023,24,Schalke,Home,Borussia Dortmund,2,2,1.66,255,0.7,10,5,5,0.38,90,3,1,16,0
2022-2023,24,Borussia Dortmund,Away,Schalke,2,2,1.96,538,0.86,20,8,12,0.62,140,6,1,8,0
2022-2023,24,Freiburg,Home,Hoffenheim,2,1,0.79,459,0.8,9,3,6,0.58,122,2,1,11,1
2022-2023,24,Hoffenheim,Away,Freiburg,1,2,0.71,285,0.75,12,1,11,0.42,107,2,2,25,0
2022-2023,24,Werder Bremen,Home,Bayer Leverkusen,2,3,1.84,503,0.79,12,6,6,0.53,103,2,5,12,0
2022-2023,24,Bayer Leverkusen,Away,Werder Bremen,3,2,1.25,458,0.75,13,5,8,0.47,80,3,1,12,1
2022-2023,24,Wolfsburg,Home,Union Berlin,1,1,1.64,471,0.82,15,6,9,0.55,102,3,1,11,0
2022-2023,24,Union Berlin,Away,Wolfsburg,1,1,1.29,343,0.72,11,2,9,0.45,65,5,1,14,0
2022-2023,25,Borussia Mönchengladbach,Home,Werder Bremen,2,2,2.77,549,0.84,21,9,12,0.6,96,6,4,9,0
2022-2023,25,Werder Bremen,Away,Borussia Mönchengladbach,2,2,0.99,354,0.76,6,3,3,0.4,113,5,0,12,0
2022-2023,25,VfB Stuttgart,Home,Wolfsburg,0,1,0.41,490,0.87,12,2,10,0.57,95,3,4,10,0
2022-2023,25,Wolfsburg,Away,VfB Stuttgart,1,0,0.69,357,0.8,9,3,6,0.43,107,8,2,8,1
2022-2023,25,Augsburg,Home,Schalke,1,1,0.48,260,0.68,9,3,6,0.47,88,9,1,11,0
2022-2023,25,Schalke,Away,Augsburg,1,1,1.42,345,0.8,13,6,7,0.53,112,6,0,14,0
2022-2023,25,Bochum,Home,RB Leipzig,1,0,1.03,274,0.72,8,2,6,0.39,87,2,0,10,1
2022-2023,25,RB Leipzig,Away,Bochum,0,1,1.75,511,0.87,22,9,13,0.61,84,7,0,8,0
2022-2023,25,Hoffenheim,Home,Hertha Berlin,3,1,2.59,288,0.75,15,7,8,0.5,119,8,3,10,1
2022-2023,25,Hertha Berlin,Away,Hoffenheim,1,3,0.93,327,0.77,11,5,6,0.5,107,9,1,11,0
2022-2023,25,Borussia Dortmund,Home,Cologne,6,1,3.35,727,0.9,11,8,3,0.62,112,1,0,7,1
2022-2023,25,Cologne,Away,Borussia Dortmund,1,6,1.51,396,0.86,11,5,6,0.38,71,6,0,10,0
2022-2023,25,Union Berlin,Home,Eintracht Frankfurt,2,0,1.31,275,0.7,14,3,11,0.42,108,3,1,19,1
2022-2023,25,Eintracht Frankfurt,Away,Union Berlin,0,2,2.82,495,0.85,20,6,14,0.58,105,7,0,15,0
2022-2023,25,Bayer Leverkusen,Home,Bayern Munich,2,1,2.09,401,0.83,12,6,6,0.43,100,5,3,10,1
2022-2023,25,Bayern Munich,Away,Bayer Leverkusen,1,2,0.9,572,0.87,11,6,5,0.57,116,3,1,11,0
2022-2023,25,Mainz,Home,Freiburg,1,1,0.75,370,0.68,10,6,4,0.47,110,3,2,18,0
2022-2023,25,Freiburg,Away,Mainz,1,1,1.65,413,0.69,11,5,6,0.53,116,5,0,10,0
2022-2023,26,Eintracht Frankfurt,Home,Bochum,1,1,2.59,589,0.83,18,7,11,0.64,115,15,2,14,0
2022-2023,26,Bochum,Away,Eintracht Frankfurt,1,1,2.01,219,0.61,8,2,6,0.36,124,2,0,13,0
2022-2023,26,Schalke,Home,Bayer Leverkusen,0,3,0.73,338,0.74,13,4,9,0.49,112,7,3,20,0
2022-2023,26,Bayer Leverkusen,Away,Schalke,3,0,3.13,382,0.79,18,10,8,0.51,124,5,1,13,1
2022-2023,26,Wolfsburg,Home,Augsburg,2,2,4.46,631,0.89,23,5,18,0.66,97,4,3,9,0
2022-2023,26,Augsburg,Away,Wolfsburg,2,2,0.59,285,0.73,5,2,3,0.34,84,7,3,15,0
2022-2023,26,Freiburg,Home,Hertha Berlin,1,1,0.84,499,0.85,17,8,9,0.57,101,2,2,7,0
2022-2023,26,Hertha Berlin,Away,Freiburg,1,1,2.02,356,0.79,10,3,7,0.43,91,2,2,11,0
2022-2023,26,Union Berlin,Home,VfB Stuttgart,3,0,1.99,302,0.69,13,5,8,0.42,98,3,5,11,1
2022-2023,26,VfB Stuttgart,Away,Union Berlin,0,3,1.02,507,0.84,18,8,10,0.58,102,5,2,12,0
2022-2023,26,RB Leipzig,Home,Mainz,0,3,0.7,712,0.87,12,3,9,0.7,107,3,4,13,0
2022-2023,26,Mainz,Away,RB Leipzig,3,0,2.96,261,0.73,18,7,11,0.3,131,4,0,20,1
2022-2023,26,Bayern Munich,Home,Borussia Dortmund,4,2,2.56,534,0.86,16,9,7,0.49,101,6,5,11,1
2022-2023,26,Borussia Dortmund,Away,Bayern Munich,2,4,1.23,564,0.87,10,4,6,0.51,91,2,0,7,0
2022-2023,26,Cologne,Home,Borussia Mönchengladbach,0,0,0.79,430,0.83,12,5,7,0.49,78,11,1,18,0
2022-2023,26,Borussia Mönchengladbach,Away,Cologne,0,0,0.58,442,0.83,8,2,6,0.51,101,1,2,8,0
2022-2023,26,Werder Bremen,Home,Hoffenheim,1,2,1.04,503,0.81,12,5,7,0.53,106,1,5,11,0
2022-2023,26,Hoffenheim,Away,Werder Bremen,2,1,1.37,342,0.79,8,2,6,0.47,70,6,2,16,1
2022-2023,27,Augsburg,Home,Cologne,1,3,0.87,421,0.74,13,1,12,0.52,104,6,4,5,0
2022-2023,27,Cologne,Away,Augsburg,3,1,1.86,382,0.78,11,5,6,0.48,119,1,8,11,1
2022-2023,27,Mainz,Home,Werder Bremen,2,2,1.95,430,0.74,16,10,6,0.49,109,1,3,11,0
2022-2023,27,Werder Bremen,Away,Mainz,2,2,1.17,416,0.77,9,4,5,0.51,103,2,1,22,0
2022-2023,27,Freiburg,Home,Bayern Munich,0,1,0.65,329,0.68,10,2,8,0.36,111,2,1,11,0
2022-2023,27,Bayern Munich,Away,Freiburg,1,0,3.19,677,0.87,23,8,15,0.64,107,6,3,13,1
2022-2023,27,Bayer Leverkusen,Home,Eintracht Frankfurt,3,1,2.49,428,0.8,14,9,5,0.44,125,2,1,9,1
2022-2023,27,Eintracht Frankfurt,Away,Bayer Leverkusen,1,3,0.92,578,0.83,9,3,6,0.56,95,5,0,13,0
2022-2023,27,Borussia Dortmund,Home,Union Berlin,2,1,2.59,568,0.88,14,6,8,0.6,128,8,0,8,1
2022-2023,27,Union Berlin,Away,Borussia Dortmund,1,2,0.46,327,0.76,7,2,5,0.4,93,0,4,11,0
2022-2023,27,Hertha Berlin,Home,RB Leipzig,0,1,0.57,221,0.68,11,1,10,0.36,102,4,0,12,0
2022-2023,27,RB Leipzig,Away,Hertha Berlin,1,0,2.17,542,0.86,18,6,12,0.64,104,4,3,13,1
2022-2023,27,Borussia Mönchengladbach,Home,Wolfsburg,2,0,1.62,378,0.79,13,6,7,0.45,96,5,2,12,1
2022-2023,27,Wolfsburg,Away,Borussia Mönchengladbach,0,2,0.95,487,0.83,9,2,7,0.55,111,8,2,11,0
2022-2023,27,Bochum,Home,VfB Stuttgart,2,3,2.4,460,0.78,11,5,6,0.54,105,7,2,12,0
2022-2023,27,VfB Stuttgart,Away,Bochum,3,2,2.62,366,0.76,14,7,7,0.46,126,4,0,8,1
2022-2023,27,Hoffenheim,Home,Schalke,2,0,2.45,270,0.73,15,4,11,0.48,112,9,2,14,1
2022-2023,27,Schalke,Away,Hoffenheim,0,2,0.65,336,0.78,10,3,7,0.52,87,8,1,13,0
2022-2023,28,Schalke,Home,Hertha Berlin,5,2,2.58,282,0.68,14,7,7,0.54,137,7,3,12,1
2022-2023,28,Hertha Berlin,Away,Schalke,2,5,1.35,272,0.66,11,5,6,0.46,114,8,4,19,0
2022-2023,28,Bayern Munich,Home,Hoffenheim,1,1,1.89,656,0.89,22,7,15,0.61,104,13,1,7,0
2022-2023,28,Hoffenheim,Away,Bayern Munich,1,1,0.83,330,0.8,4,1,3,0.39,106,4,1,10,0
2022-2023,28,RB Leipzig,Home,Augsburg,3,2,1.06,641,0.85,13,6,7,0.58,116,3,5,8,1
2022-2023,28,Augsburg,Away,RB Leipzig,2,3,0.9,425,0.83,14,3,11,0.42,84,5,3,11,0
2022-2023,28,Cologne,Home,Mainz,1,1,0.99,445,0.74,12,4,8,0.57,143,3,1,10,0
2022-2023,28,Mainz,Away,Cologne,1,1,0.84,375,0.68,5,1,4,0.43,129,3,3,15,0
2022-2023,28,VfB Stuttgart,Home,Borussia Dortmund,3,3,1.36,466,0.88,12,5,7,0.45,113,5,2,7,0
2022-2023,28,Borussia Dortmund,Away,VfB Stuttgart,3,3,1.86,626,0.88,15,6,9,0.55,87,7,1,14,0
2022-2023,28,Eintracht Frankfurt,Home,Borussia Mönchengladbach,1,1,2.28,554,0.81,16,5,11,0.55,81,10,2,16,0
2022-2023,28,Borussia Mönchengladbach,Away,Eintracht Frankfurt,1,1,1.12,406,0.79,4,2,2,0.45,95,2,2,5,0
2022-2023,28,Werder Bremen,Home,Freiburg,1,2,1.65,454,0.79,13,5,8,0.52,107,5,1,13,0
2022-2023,28,Freiburg,Away,Werder Bremen,2,1,0.65,465,0.81,6,3,3,0.48,146,2,4,12,1
2022-2023,28,Union Berlin,Home,Bochum,1,1,0.95,290,0.71,10,2,8,0.45,93,5,4,10,0
2022-2023,28,Bochum,Away,Union Berlin,1,1,1.55,471,0.8,13,8,5,0.55,102,7,0,7,0
2022-2023,28,Wolfsburg,Home,Bayer Leverkusen,0,0,0.78,448,0.84,11,3,8,0.46,96,2,1,10,0
2022-2023,28,Bayer Leverkusen,Away,Wolfsburg,0,0,1.17,597,0.86,13,4,9,0.54,89,5,2,17,0
2022-2023,29,Augsburg,Home,VfB Stuttgart,1,1,0.72,316,0.73,4,1,3,0.42,99,1,0,17,0
2022-2023,29,VfB Stuttgart,Away,Augsburg,1,1,1.14,511,0.84,6,3,3,0.58,130,3,1,12,0
2022-2023,29,Hertha Berlin,Home,Werder Bremen,2,4,1.81,421,0.8,13,5,8,0.54,120,8,1,11,0
2022-2023,29,Werder Bremen,Away,Hertha Berlin,4,2,2.59,365,0.75,12,4,8,0.46,109,4,1,12,1
2022-2023,29,Bochum,Home,Wolfsburg,1,5,3.41,346,0.76,23,6,17,0.51,107,10,4,11,0
2022-2023,29,Wolfsburg,Away,Bochum,5,1,3.47,300,0.77,15,7,8,0.49,99,3,0,8,1
2022-2023,29,Hoffenheim,Home,Cologne,1,3,0.99,459,0.78,11,4,7,0.51,105,2,1,11,0
2022-2023,29,Cologne,Away,Hoffenheim,3,1,1.7,388,0.77,13,6,7,0.49,101,5,3,11,1
2022-2023,29,Mainz,Home,Bayern Munich,3,1,1.92,242,0.65,12,4,8,0.3,121,2,2,14,1
2022-2023,29,Bayern Munich,Away,Mainz,1,3,1.88,730,0.88,11,2,9,0.7,143,7,3,6,0
2022-2023,29,Borussia Dortmund,Home,Eintracht Frankfurt,4,0,1.55,487,0.86,14,7,7,0.56,125,5,1,10,1
2022-2023,29,Eintracht Frankfurt,Away,Borussia Dortmund,0,4,0.83,420,0.81,9,2,7,0.44,95,2,3,13,0
2022-2023,29,Freiburg,Home,Schalke,4,0,2.82,320,0.77,25,12,13,0.5,85,6,2,9,1
2022-2023,29,Schalke,Away,Freiburg,0,4,0.35,403,0.82,10,3,7,0.5,67,5,1,10,0
2022-2023,29,Bayer Leverkusen,Home,RB Leipzig,2,0,1.28,317,0.74,8,6,2,0.36,84,0,1,10,1
2022-2023,29,RB Leipzig,Away,Bayer Leverkusen,0,2,2.72,706,0.85,26,7,19,0.64,124,9,3,9,0
2022-2023,29,Borussia Mönchengladbach,Home,Union Berlin,0,1,0.55,665,0.89,8,4,4,0.56,87,2,0,10,0
2022-2023,29,Union Berlin,Away,Borussia Mönchengladbach,1,0,1.33,416,0.83,14,4,10,0.44,87,2,3,12,1
2022-2023,30,Bochum,Home,Borussia Dortmund,1,1,0.64,236,0.68,10,4,6,0.38,74,4,2,13,0
2022-2023,30,Borussia Dortmund,Away,Bochum,1,1,2.87,501,0.83,20,6,14,0.62,108,11,1,9,0
2022-2023,30,VfB Stuttgart,Home,Borussia Mönchengladbach,2,1,2.51,452,0.84,18,5,13,0.45,104,5,3,11,1
2022-2023,30,Borussia Mönchengladbach,Away,VfB Stuttgart,1,2,1.33,643,0.87,9,4,5,0.55,75,8,0,14,0
2022-2023,30,Eintracht Frankfurt,Home,Augsburg,1,1,0.56,530,0.78,7,1,6,0.56,133,5,4,6,0
2022-2023,30,Augsburg,Away,Eintracht Frankfurt,1,1,0.45,350,0.69,9,3,6,0.44,128,7,3,11,0
2022-2023,30,Cologne,Home,Freiburg,0,1,1.84,422,0.83,21,8,13,0.57,88,9,1,15,0
2022-2023,30,Freiburg,Away,Cologne,1,0,1.79,335,0.72,12,6,6,0.43,112,6,0,7,1
2022-2023,30,Union Berlin,Home,Bayer Leverkusen,0,0,0.44,317,0.72,7,1,6,0.38,90,6,1,9,0
2022-2023,30,Bayer Leverkusen,Away,Union Berlin,0,0,0.6,640,0.89,8,1,7,0.62,105,4,1,8,0
2022-2023,30,RB Leipzig,Home,Hoffenheim,1,0,1.53,582,0.86,16,2,14,0.35,89,7,3,10,1
2022-2023,30,Hoffenheim,Away,RB Leipzig,0,1,0.35,420,0.8,5,2,3,0.56,92,1,1,14,0
2022-2023,30,Schalke,Home,Werder Bremen,2,1,1.43,383,0.8,21,10,11,0.55,117,11,4,9,1
2022-2023,30,Werder Bremen,Away,Schalke,1,2,1.4,321,0.74,11,1,10,0.45,99,3,4,17,0
2022-2023,30,Bayern Munich,Home,Hertha Berlin,2,0,2.48,757,0.91,25,9,16,0.75,116,18,2,5,1
2022-2023,30,Hertha Berlin,Away,Bayern Munich,0,2,0.08,168,0.63,2,1,1,0.25,86,1,2,8,0
2022-2023,30,Wolfsburg,Home,Mainz,3,0,1.46,465,0.8,10,4,6,0.52,106,3,2,6,1
2022-2023,30,Mainz,Away,Wolfsburg,0,3,1.09,442,0.81,10,2,8,0.48,105,5,4,10,0
2022-2023,31,Mainz,Home,Schalke,2,3,1.78,373,0.73,9,4,5,0.54,128,7,3,12,0
2022-2023,31,Schalke,Away,Mainz,3,2,3.08,293,0.68,15,10,5,0.46,122,6,1,10,1
2022-2023,31,Bayer Leverkusen,Home,Cologne,1,2,0.95,666,0.82,14,4,10,0.58,121,9,3,8,0
2022-2023,31,Cologne,Away,Bayer Leverkusen,2,1,0.75,345,0.77,7,5,2,0.42,96,2,0,13,1
2022-2023,31,Hertha Berlin,Home,VfB Stuttgart,2,1,0.78,238,0.68,7,3,4,0.37,113,3,1,9,1
2022-2023,31,VfB Stuttgart,Away,Hertha Berlin,1,2,1.67,601,0.86,16,4,12,0.63,92,5,2,19,0
2022-2023,31,Augsburg,Home,Union Berlin,1,0,0.53,268,0.79,11,3,8,0.43,76,3,0,10,1
2022-2023,31,Union Berlin,Away,Augsburg,0,1,0.47,469,0.88,12,5,7,0.57,82,7,2,14,0
2022-2023,31,Borussia Mönchengladbach,Home,Bochum,2,0,2.26,398,0.78,25,9,16,0.52,110,11,3,7,1
2022-2023,31,Bochum,Away,Borussia Mönchengladbach,0,2,1.19,316,0.71,15,3,12,0.48,105,3,2,13,0
2022-2023,31,Hoffenheim,Home,Eintracht Frankfurt,3,1,2.3,236,0.78,8,4,4,0.41,95,1,2,17,1
2022-2023,31,Eintracht Frankfurt,Away,Hoffenheim,1,3,1.4,543,0.86,19,6,13,0.59,88,11,0,14,0
2022-2023,31,Freiburg,Home,RB Leipzig,0,1,0.36,352,0.71,5,2,3,0.42,103,3,4,9,0
2022-2023,31,RB Leipzig,Away,Freiburg,1,0,1.73,532,0.81,13,6,7,0.58,109,3,2,11,1
2022-2023,31,Werder Bremen,Home,Bayern Munich,1,2,0.66,320,0.78,12,2,10,0.36,105,1,1,14,0
2022-2023,31,Bayern Munich,Away,Werder Bremen,2,1,1.66,658,0.89,12,4,8,0.64,107,11,0,11,1
2022-2023,31,Borussia Dortmund,Home,Wolfsburg,6,0,5.0,496,0.88,20,10,10,0.58,71,10,2,11,1
2022-2023,31,Wolfsburg,Away,Borussia Dortmund,0,6,1.68,372,0.86,10,3,7,0.42,63,6,2,14,0
2022-2023,32,Cologne,Home,Hertha Berlin,5,2,3.55,501,0.87,28,15,13,0.61,120,12,0,11,1
2022-2023,32,Hertha Berlin,Away,Cologne,2,5,0.95,291,0.75,9,3,6,0.39,98,3,0,14,0
2022-2023,32,Bochum,Home,Augsburg,3,2,1.62,317,0.69,15,8,7,0.53,94,7,1,13,1
2022-2023,32,Augsburg,Away,Bochum,2,3,1.1,232,0.65,12,2,10,0.47,100,7,0,16,0
2022-2023,32,Wolfsburg,Home,Hoffenheim,2,1,0.88,379,0.75,8,3,5,0.47,104,3,0,17,1
2022-2023,32,Hoffenheim,Away,Wolfsburg,1,2,1.29,455,0.78,10,2,8,0.53,123,7,7,12,0
2022-2023,32,Eintracht Frankfurt,Home,Mainz,3,0,2.38,541,0.83,18,8,10,0.51,108,5,0,4,1
2022-2023,32,Mainz,Away,Eintracht Frankfurt,0,3,1.27,422,0.8,10,4,6,0.49,106,1,1,10,0
2022-2023,32,Union Berlin,Home,Freiburg,4,2,1.59,296,0.73,10,4,6,0.42,110,1,1,18,1
2022-2023,32,Freiburg,Away,Union Berlin,2,4,1.6,541,0.83,13,8,5,0.58,108,7,0,13,0
2022-2023,32,Bayern Munich,Home,Schalke,6,0,4.68,541,0.9,23,14,9,0.62,126,4,2,10,1
2022-2023,32,Schalke,Away,Bayern Munich,0,6,0.47,309,0.82,8,0,8,0.38,105,3,0,10,0
2022-2023,32,Borussia Dortmund,Home,Borussia Mönchengladbach,5,2,4.71,568,0.9,33,13,20,0.2,125,10,0,10,1
2022-2023,32,Borussia Mönchengladbach,Away,Borussia Dortmund,2,5,1.82,470,0.89,13,8,5,0.54,82,4,3,12,0
2022-2023,32,VfB Stuttgart,Home,Bayer Leverkusen,1,1,1.44,534,0.87,9,1,8,0.52,80,7,0,7,0
2022-2023,32,Bayer Leverkusen,Away,VfB Stuttgart,1,1,1.77,468,0.89,12,3,9,0.48,56,3,0,14,0
2022-2023,32,RB Leipzig,Home,Werder Bremen,2,1,2.13,566,0.86,20,7,13,0.61,128,3,5,12,1
2022-2023,32,Werder Bremen,Away,RB Leipzig,1,2,1.01,358,0.75,6,2,4,0.39,78,2,1,20,0
2022-2023,33,Freiburg,Home,Wolfsburg,2,0,1.58,363,0.82,16,7,9,0.47,79,4,2,15,1
2022-2023,33,Wolfsburg,Away,Freiburg,0,2,0.67,482,0.83,9,2,7,0.53,95,4,0,16,0
2022-2023,33,Werder Bremen,Home,Cologne,1,1,1.64,385,0.81,13,6,7,0.42,81,4,1,10,0
2022-2023,33,Cologne,Away,Werder Bremen,1,1,1.36,479,0.87,13,4,9,0.58,114,9,1,9,0
2022-2023,33,Schalke,Home,Eintracht Frankfurt,2,2,1.0,326,0.76,11,4,7,0.49,106,8,3,11,0
2022-2023,33,Eintracht Frankfurt,Away,Schalke,2,2,1.76,362,0.79,6,3,3,0.51,98,3,0,16,0
2022-2023,33,Hertha Berlin,Home,Bochum,1,1,1.12,295,0.67,14,4,10,0.52,89,9,1,7,0
2022-2023,33,Bochum,Away,Hertha Berlin,1,1,1.51,297,0.68,17,6,11,0.48,63,5,1,10,0
2022-2023,33,Hoffenheim,Home,Union Berlin,4,2,2.91,363,0.79,10,5,5,0.44,80,1,2,15,1
2022-2023,33,Union Berlin,Away,Hoffenheim,2,4,1.61,491,0.84,20,4,16,0.56,101,5,1,15,0
2022-2023,33,Bayern Munich,Home,RB Leipzig,1,3,1.53,568,0.87,17,4,13,0.59,106,7,3,8,0
2022-2023,33,RB Leipzig,Away,Bayern Munich,3,1,2.41,380,0.8,16,8,8,0.41,93,2,0,11,1
2022-2023,33,Mainz,Home,VfB Stuttgart,1,4,1.53,421,0.79,9,6,3,0.47,74,6,1,18,0
2022-2023,33,VfB Stuttgart,Away,Mainz,4,1,1.68,465,0.85,8,6,2,0.53,87,3,0,11,1
2022-2023,33,Augsburg,Home,Borussia Dortmund,0,3,0.51,297,0.81,4,1,3,0.42,75,3,2,12,0
2022-2023,33,Borussia Dortmund,Away,Augsburg,3,0,4.19,545,0.9,28,10,18,0.58,96,8,1,9,1
2022-2023,33,Bayer Leverkusen,Home,Borussia Mönchengladbach,2,2,2.19,549,0.87,13,6,7,0.46,92,2,1,12,0
2022-2023,33,Borussia Mönchengladbach,Away,Bayer Leverkusen,2,2,1.59,632,0.9,8,4,4,0.54,70,3,1,15,0
2022-2023,34,VfB Stuttgart,Home,Hoffenheim,1,1,2.38,562,0.86,20,3,17,0.57,85,9,1,12,0
2022-2023,34,Hoffenheim,Away,VfB Stuttgart,1,1,0.59,409,0.8,8,2,6,0.43,78,2,2,10,0
2022-2023,34,Bochum,Home,Bayer Leverkusen,3,0,1.79,326,0.78,10,5,5,0.53,104,2,1,12,1
2022-2023,34,Bayer Leverkusen,Away,Bochum,0,3,0.78,326,0.68,11,2,9,0.47,89,5,2,12,0
2022-2023,34,Wolfsburg,Home,Hertha Berlin,1,2,2.9,569,0.85,19,9,10,0.61,100,7,2,9,0
2022-2023,34,Hertha Berlin,Away,Wolfsburg,2,1,1.85,307,0.78,9,5,4,0.39,96,3,1,18,1
2022-2023,34,Eintracht Frankfurt,Home,Freiburg,2,1,2.45,526,0.84,15,8,7,0.57,105,3,1,13,1
2022-2023,34,Freiburg,Away,Eintracht Frankfurt,1,2,1.62,353,0.76,13,7,6,0.43,123,6,2,10,0
2022-2023,34,Borussia Mönchengladbach,Home,Augsburg,2,0,2.86,789,0.92,17,7,10,0.66,86,4,4,5,1
2022-2023,34,Augsburg,Away,Borussia Mönchengladbach,0,2,0.89,254,0.77,9,3,6,0.34,69,4,2,19,0
2022-2023,34,Cologne,Home,Bayern Munich,1,2,1.33,406,0.82,9,3,6,0.46,114,7,0,11,0
2022-2023,34,Bayern Munich,Away,Cologne,2,1,1.18,489,0.83,12,4,8,0.54,115,3,2,8,1
2022-2023,34,Union Berlin,Home,Werder Bremen,1,0,1.21,357,0.73,16,4,12,0.49,94,15,3,9,1
2022-2023,34,Werder Bremen,Away,Union Berlin,0,1,0.43,441,0.78,7,4,3,0.51,87,1,1,10,0
2022-2023,34,RB Leipzig,Home,Schalke,4,2,3.93,397,0.79,19,12,7,0.53,84,4,2,13,1
2022-2023,34,Schalke,Away,RB Leipzig,2,4,1.68,348,0.79,17,4,13,0.47,77,5,0,11,0
2022-2023,34,Borussia Dortmund,Home,Mainz,2,2,2.96,647,0.91,30,12,18,0.64,105,6,1,5,0
2022-2023,34,Mainz,Away,Borussia Dortmund,2,2,1.6,227,0.71,10,4,6,0.36,108,3,0,14,0
2022-2023,Relegation,VfB Stuttgart,Home,Hamburg,3,0,2.38,455,0.87,16,9,7,0.5,89,7,3,11,1
